text,category,priority,source,category_encoded,priority_encoded
distribution list ownership change request assign primary ownership to the department lead enable moderation for external senders no immediate urgency we ll update documentation,IT Support,Low,complaint_triage,0,1
proctoring tool crashes during camera check app closes after verifying webcam reinstall didn t help and i m mid exam window please provide a stable build or workaround urgent please,IT Support,High,complaint_triage,0,2
rdp client error 0x204 to vdi gateway connection fails after credentials kindly review gateway or policy changes,IT Support,Medium,complaint_triage,0,0
persistent coil whine on assigned laptop there s a high pitched tone under light load not critical but distracting in quiet study rooms temperatures and performance are normal is a replacement warranted bios and firmware updated already open to testing another power adapter thanks for reviewing,IT Support,Low,complaint_triage,0,1
git repo access with lfs objects blocked can clone code but lfs files deny access please add me to the lfs enabled group this blocks reproducing builds repo name available,IT Support,Medium,complaint_triage,0,0
production api throttled after waf change clients receive http 429 across endpoints suspect new rate limit policy please confirm limits and burst behavior funding portal calls are throttled need rollback or higher quotas asap we ll adjust client backoff accordingly eta requested,IT Support,High,complaint_triage,0,2
projector not detected via hdmi in seminar room cable works on a different laptop my device mirrors briefly then disconnects any recommended adapter or driver weekly seminars depend on this,IT Support,Low,complaint_triage,0,1
teams notifications randomly silent missing mentions causes confusion in group work any stable fix would help,IT Support,Medium,complaint_triage,0,0
security alert unfamiliar login to student email alert shows sign in from another region password changed immediately please review account activity and enforce sign out mfa policy check requested,IT Support,High,complaint_triage,0,2
keyboard intermittently repeats keys e and backspace repeat occasionally causes frequent typos cleaned keycaps and updated firmware if covered can we arrange a keyboard swap not urgent but inconvenient i can visit the service desk thanks,IT Support,Low,complaint_triage,0,1
adobe license shows expired despite portal assignment acrobat pro won t open pdfs portal says license assigned app disagrees please resync the license need to edit a submission today,IT Support,Medium,complaint_triage,0,0
guest access request for shared site external collaborator needs two week access enable sharing for the specific library only,IT Support,Low,complaint_triage,0,1
critical spreadsheet corrupted after sync workbook opens with a corruption error auto save shows multiple conflicting versions urgently need a clean version restored please check revision history and backups due today for committee review exact path and timestamps available thank you for fast recovery,IT Support,High,complaint_triage,0,2
proxy authentication prompts hourly frequent prompts interrupt workflow please review sso session lifetimes,IT Support,Medium,complaint_triage,0,0
accessibility tools disabled on lab image narrator and high contrast are unavailable i rely on them for reading navigation is there an accessibility profile you can enable i can use a designated station if needed not urgent but important please advise the approved process thanks for supporting accessibility,IT Support,Low,complaint_triage,0,1
vpn split tunneling misroutes cloud storage cloud drive is very slow unless vpn is off impacts large file sync for coursework please review split routes and dns high priority due to deadlines,IT Support,High,complaint_triage,0,2
web sessions sign out too quickly forms lose data when timeouts hit re entering everything is discouraging could sso stickiness be improved any guidance appreciated,IT Support,Medium,complaint_triage,0,0
add me to cybersecurity awareness program please include me in monthly simulations i d like the training materials,IT Support,Low,complaint_triage,0,1
lab vpn failing during remote proctor setup exam requires lab resources via vpn currently failing window opens in 1 hour urgent help please,IT Support,High,complaint_triage,0,2
jenkins job failing after credential rotation logs show expired credentials for artifact storage secrets rotated last week per policy please update jenkins credential binding builds block integration tests we need it green for today s release i can share credential id and job name confirm once updated,IT Support,Medium,complaint_triage,0,0
mouse pointer vanishes after sleep i toggle touchpad to bring it back minor but breaks flow any driver or power setting fix thanks,IT Support,Low,complaint_triage,0,1
time sync drift on classroom pc clock lags by minutes each day causes meeting join issues please verify ntp source and policy thanks for checking,IT Support,Medium,complaint_triage,0,0
endpoint quarantined during research compute security agent isolated my device mid run please review and release if safe,IT Support,High,complaint_triage,0,2
bios password reset for surplus laptop purchased approved surplus device need bios reset to enable virtualization,IT Support,Low,complaint_triage,0,1
video calls stutter when screen sharing audio is fine until sharing starts then frames drop and lag appears bandwidth tests look strong this is stressful in presentations any gpu scheduling or teams optimization tips happy to run diagnostics thanks,IT Support,Medium,complaint_triage,0,0
static ip reservation for lab instrument we need a reserved ip on the local vlan mac and switch port available no internet access required please advise the process,IT Support,Low,complaint_triage,0,1
ta access denied to grading dashboard i m assigned as ta but can t access grading students await feedback today please add correct role or elevate access time sensitive,IT Support,High,complaint_triage,0,2
bitlocker recovery key requested after normal reboot unexpected key prompt appeared please provide key or explain trigger,IT Support,Medium,complaint_triage,0,0
legacy updater popup on login every day a legacy prompt appears at each login clicking it does nothing useful minor but breaks focus daily could we remove the startup task or retire the tool no functional need anymore happy to test post removal thanks for the cleanup,IT Support,Low,complaint_triage,0,1
shared mailbox search inconsistent searching by sender returns no results intermittently other users see the same behavior can indexing be rebuilt server side please advise,IT Support,Medium,complaint_triage,0,0
power bi data gateway offline refresh failures scheduled refreshes fail with gateway unreachable affects dean s dashboards please restart restore gateway services need eta for next successful refresh kindly share root cause when available business critical thank you,IT Support,High,complaint_triage,0,2
join request for student developer git org i m on the course roster please add me to the dev students team needed for assignment repos thanks,IT Support,Low,complaint_triage,0,1
vpn disconnects after sleep waking the laptop drops the tunnel small hassle many times a day,IT Support,Medium,complaint_triage,0,0
hello my z drive is gone today it was there yesterday i need my files for the 10am meeting please fix this asap i restarted twice and still nothing,IT Support,High,complaint_triage,0,2
hey can u guys unblock emails from partner corp com my boss says they sent the contract but i don t see it anywhere probably in the spam thing,IT Support,Low,complaint_triage,0,1
i am stuck in a loop i do the mfa on my phone it says success then the website just asks me to log in again over and over i tried chrome and safari my roommate is logged in fine on the same wifi so idk what the deal is help,IT Support,Medium,complaint_triage,0,0
my computer keeps making a random ding sound when i m typing and the keys start acting weird i think i have a virus or something it s really annoying during class,IT Support,Low,complaint_triage,0,1
urgent the compiler says no license found for the lab software i have a deadline tonight and i can t build my project can i get a temporary code or something,IT Support,High,complaint_triage,0,2
why can t i change my background on zoom anymore the button is grey i m in a shared house and it s messy behind me i really need this enabled for privacy,IT Support,Medium,complaint_triage,0,0
tablet pen wont connect to the pc in room 302 it worked last week i tried clicking the button on the top but nothing happens,IT Support,Low,complaint_triage,0,1
my lecture slides for the faculty presentation just stoped working it shows the splash screen then disappears i tried safe mode like google said but it didnt help i m presenting in 90 minutes please help me,IT Support,High,complaint_triage,0,2
i need to see the hr sharepoint for the audit thing my boss said i should have access for the next two weeks,IT Support,Medium,complaint_triage,0,0
getting insufficient privileges on the portal i did the training last month why is it still blocking me there are no cases yet but i need to make sure i m ready to go,IT Support,Low,complaint_triage,0,1
my thesis backup failed and says quota exceeded i literally cannot lose this data can you just give me more space for like a week,IT Support,High,complaint_triage,0,2
every time i switch from my speakers to my jabra headset the whole app freezes and i have to task manager it is there a driver update or something this is ruining my calls,IT Support,Medium,complaint_triage,0,0
we have a bunch of old teams from the seniors who graduated last year can we just archive them all they re just cluttering up the list,IT Support,Low,complaint_triage,0,1
the webhook for the grading tool is timing out it started after the maintenance window last night i m seeing tcp resets can someone check the firewall rules it s blocking grade posts,IT Support,Medium,complaint_triage,0,0
why is the marketplace timed out i m trying to install a python extension on the campus wifi and it just spins,IT Support,Low,complaint_triage,0,1
my laptop sounds like a jet engine just reading news articles no heavy apps open is there a fix for this it s embarrassing in the library,IT Support,Low,complaint_triage,0,1
hey i saw a weird account name in the last modified section of our research folder i don t recognize the user can you guys check the logs i m worried we got hacked,IT Support,Medium,complaint_triage,0,0
my vdi session closes every hour on the dot i m literally typing and it just disconnects takes forever to get back in,IT Support,Medium,complaint_triage,0,0
add me to lab equipment booking calendar can u add me to the spectrometer booking calendar i can see it but it wont let me add my name to a slot,IT Support,Low,complaint_triage,0,1
password reset link expired mid process i tried to reset my password but the link expired before i could click it now i m locked out of my email right before my tutorial starts pls reset,IT Support,Low,complaint_triage,0,1
saml assertion too large for vendor integration i m getting a saml response exceeds size error when trying to log into the vendor portal is that a me problem or a system problem,IT Support,Medium,complaint_triage,0,0
decommission unused service account we don t need the auto bot 01 account anymore it s for a project that ended delete it whenever,IT Support,Low,complaint_triage,0,1
locked out of university git after losing 2fa device i lost my phone at the gym and i didn t save my backup codes for git i need to submit my assignment by midnight i have my student id to prove who i am help,IT Support,Low,complaint_triage,0,1
conference room console can t join sip h 323 bridge the console in the conference room wont join the sip bridge it just says unable to connect we have a big meeting on friday need a workaround if it s not fixable,IT Support,Low,complaint_triage,0,1
night light toggles off after reboot my screen keeps going bright every time i reboot i turn on night light but it doesn t stay on my eyes are hurting lol,IT Support,Low,complaint_triage,0,1
broken main door lock in block c room 214 the latch on my room door snapped this morning and i cannot lock it from the outside i have expensive lab equipment inside and a lecture to attend please send maintenance to replace the lock immediately as i cannot leave my belongings unsecured,Hostels,High,complaint_triage,1,2
electrical sparks coming from the bathroom geyser in block b every time i switch on the water heater there is a loud pop and visible blue sparks this is a massive fire risk and someone could get electrocuted i have turned off the mains but this needs an emergency electrician right now,Hostels,High,complaint_triage,1,2
emergency sewage overflow in the ground floor corridor of girls hostel block a the drains have completely backed up and foul smelling water is entering the rooms it is a major health hazard and making the wing uninhabitable please dispatch a plumbing team before it ruins more furniture,Hostels,High,complaint_triage,1,2
hostel fee portal error on the final payment day i have been trying to pay the mess and room charges for three hours but the transaction keeps failing at the final step today is the deadline to avoid the heavy late fee and loss of room allotment i need a manual override or a link that actually works before midnight,Hostels,High,complaint_triage,1,2
security breach near the back entrance of block d i saw an unidentified individual wandering near the stairwell who did not have a student id or a visitor pass when approached they ran toward the laundry area we need the security guards to check the perimeter and verify the gate logs immediately,Hostels,High,complaint_triage,1,2
total power outage in wing 4 during exam week all the lights and sockets in our wing have been dead since 8 pm while the rest of the building is fine we have a major end term paper tomorrow morning and none of our laptops are charged this is a critical situation for at least 40 students,Hostels,High,complaint_triage,1,2
aggressive behavior from a non resident in the common room a person who doesn t live in this hostel is currently in a heated argument with students and refusing to leave the situation is escalating and might turn into a physical fight security needs to intervene at block e right away,Hostels,High,complaint_triage,1,2
strong smell of gas near the mess kitchen area while walking past the dining hall i noticed a very thick smell of lpg this is extremely dangerous given the number of students nearby please check the cylinders and kitchen connections before there is an accident,Hostels,High,complaint_triage,1,2
missing fire extinguisher in the east wing i noticed the wall bracket near room 405 is empty with the recent short circuit incidents in the block this is a serious safety violation we need a replacement unit installed before the end of the day,Hostels,High,complaint_triage,1,2
ceiling plaster falling in room 102 of the old block a large chunk of the ceiling fell onto my study table this morning if i had been sitting there i would have been seriously injured the rest of the ceiling looks cracked and ready to collapse i need an emergency room shift or repair,Hostels,High,complaint_triage,1,2
unauthorized entry into my room while i was at the library i came back to find my cupboard open and some cash missing from my desk the window latch appears to have been tampered with from the outside this is a criminal matter and needs the warden s immediate attention,Hostels,High,complaint_triage,1,2
continuous water supply cut for over 24 hours in block f we have no water for drinking cleaning or the washrooms the hygiene levels are becoming unbearable for everyone in the building please fix the pump or arrange for a tanker immediately,Hostels,High,complaint_triage,1,2
severe allergic reaction reported due to pest control spray in block b my roommate is having trouble breathing after the maintenance team sprayed the rooms earlier today we were not given sufficient warning to vacate we need medical assistance and the room aired out now,Hostels,High,complaint_triage,1,2
broken window pane in ground floor room 005 someone threw a ball and shattered the glass completely since the room is on the ground floor anyone can climb in from the garden i cannot sleep here tonight until it is boarded up or replaced,Hostels,High,complaint_triage,1,2
medical emergency and elevator failure in the high rise block a student has fainted on the 8th floor and the only working lift has just jammed we cannot carry them down the stairs safely please get the lift technician and the campus ambulance to the site,Hostels,High,complaint_triage,1,2
infected water from the main cooler in block c multiple students have reported stomach cramps and fever after drinking from the ground floor filter today the water looks cloudy and needs to be tested and the tank cleaned before more people get sick,Hostels,High,complaint_triage,1,2
stray dogs entering the mess hall and biting incidents a dog entered the dining area during lunch and bit a student on the leg this is the third time animals have entered the eating area we need the gates secured and the student needs help with the medical report,Hostels,High,complaint_triage,1,2
exposed live wires in the laundry room the insulation on the heavy duty dryer cable has melted away someone using the machine is going to get a shock this needs to be cordoned off and fixed before the evening rush,Hostels,High,complaint_triage,1,2
hostel gate closed early preventing entry for lab students a group of us were working on a project in the cse lab and arrived 5 mins before curfew but the guard has locked the gates and is refusing entry it is raining and we are stuck outside please instruct him to let us in,Hostels,High,complaint_triage,1,2
lost my room keys and phone inside the locked room i am locked out of room 332 and have no way to contact anyone or access my meds which are inside i need the master key or a locksmith to help me get back in urgently,Hostels,High,complaint_triage,1,2
fumes in the basement of block g there is a strange chemical smell coming from the storage area under the stairs it is making people on the first floor feel dizzy please check if there is a chemical leak or something burning,Hostels,High,complaint_triage,1,2
fallen tree blocking the hostel exit a branch has snapped and is leaning against the main gate of block b it is unstable and could fall on anyone trying to leave for their 9 am exam maintenance needs to clear this path immediately,Hostels,High,complaint_triage,1,2
intruder alarm sounding in the girls wing the emergency buzzer has been going off for 10 minutes and no warden is visible we are unsure if we should evacuate or if there is a genuine threat please clarify and send security,Hostels,High,complaint_triage,1,2
roommate has locked themselves in and is not responding i have been knocking for an hour and can hear their alarm going off i am worried about their health we need a master key to check on them immediately,Hostels,High,complaint_triage,1,2
basement flooding near the electrical panel heavy rain has caused water to pool around the main circuit breakers for the hostel if the water level rises another inch the whole building will short circuit need a pump here now,Hostels,High,complaint_triage,1,2
laundry machine malfunction in block b three of the five washing machines have been out of order for over a week now the queues are getting ridiculous and students are fighting over the remaining two please get these repaired as it s been far too long,Hostels,Medium,complaint_triage,1,0
persistent ant infestation in room 442 i have complained twice to the floor supervisor about the ants coming from the wall cracks i have kept my food sealed but they are everywhere now this needs a proper professional pest control treatment not just a spray,Hostels,Medium,complaint_triage,1,0
poor quality of food in the mess for the last few days the rotis are consistently burnt and the dal is extremely watery several of us have spoken to the mess manager but there has been no improvement in the service we pay for a balanced diet and this is not it,Hostels,Medium,complaint_triage,1,0
geyser in the second floor bathroom has been cold since monday it s impossible to take a shower in this weather with cold water i reported it to the caretaker three days ago and he said it would be fixed by tuesday it is now thursday and still no hot water,Hostels,Medium,complaint_triage,1,0
incessant noise from the room above mine late at night the residents of 305 have been hosting loud gatherings every night this week i have tried talking to them but they don t listen it is affecting my sleep and my ability to study for my upcoming internals,Hostels,Medium,complaint_triage,1,0
broken study table chair in room 112 one of the legs of my chair is completely loose and i can t sit on it to do my assignments i ve been using my bed as a desk for four days and it s giving me back pain please provide a replacement chair,Hostels,Medium,complaint_triage,1,0
clogged washbasin in the common bathroom the sink on the left side has been standing with dirty water for two days it is starting to smell and is very unhygienic for everyone using the washroom maintenance needs to clear the blockage,Hostels,Medium,complaint_triage,1,0
tube light flickering in the balcony area the light outside my room has started flickering constantly which makes it very distracting while i m trying to study it also attracts a lot of bugs at night requesting a bulb replacement,Hostels,Medium,complaint_triage,1,0
shortage of cleaning supplies for the floor cleaners i noticed the staff is only using water to mop the floors because they ran out of disinfectant days ago the bathrooms are not being cleaned properly and it s starting to show please restock the supplies,Hostels,Medium,complaint_triage,1,0
request for a fan repair in room 201 the ceiling fan is making a very loud grinding noise on high speed it feels like it might fall or the motor might burn out soon it s getting too warm to sleep without it please have a technician look at it,Hostels,Medium,complaint_triage,1,0
dampness and mold growth on the north wall after the rains a large patch of black mold has appeared in the corner of my room it is causing a musty smell and i am worried about the air quality this needs to be cleaned and the wall waterproofed,Hostels,Medium,complaint_triage,1,0
inaccurate mess billing for the month of september i was away for two weeks on a sanctioned leave and submitted my mess off application yet i have been charged the full amount i have the approved slip from the warden please adjust my balance,Hostels,Medium,complaint_triage,1,0
gym equipment in the hostel basement is poorly maintained two of the treadmills have frayed belts and the weights are rusting it s becoming unsafe for us to use the facility we would appreciate it if maintenance could oil the machines and check the cables,Hostels,Medium,complaint_triage,1,0
intermittent internet connectivity in block e the signal keeps dropping every 15 minutes making it impossible to participate in online quizzes or research for our projects this has been happening for three days please check the router on the 3rd floor,Hostels,Medium,complaint_triage,1,0
water cooler filter needs replacement the water from the dispenser in block d has a metallic taste lately the change filter light has been red for a week can we get this serviced so we have clean drinking water again,Hostels,Medium,complaint_triage,1,0
curtain rods falling off in the common room the heavy drapes are sagging because the brackets have come loose from the wall one side actually fell yesterday and almost hit someone please secure them properly,Hostels,Medium,complaint_triage,1,0
request for replacement of a torn mattress the mattress provided at the start of the semester has a huge rip in the center and the springs are poking through it is very uncomfortable and i am unable to get a good night s rest can i get a new one from the store,Hostels,Medium,complaint_triage,1,0
common room tv remote is missing or broken we haven t been able to change the channel or adjust the volume for several days it s a small issue but it makes the space unusable for the evening news or sports please provide a new remote,Hostels,Medium,complaint_triage,1,0
bicycle rack in the parking area is overflowing there isn t enough space for everyone to park their cycles securely and people are now locking them to the main fence which blocks the path we need an additional rack installed in the block c parking zone,Hostels,Medium,complaint_triage,1,0
dustbins in the corridor are not being emptied daily by the evening the trash is overflowing onto the floor and attracting flies the cleaning schedule seems to have changed and it s not working please ensure the bins are cleared every morning,Hostels,Medium,complaint_triage,1,0
mirror in the washroom is cracked the large mirror above the sinks in the west wing has a big crack across the middle it looks like it might shatter if someone bumps into it for safety reasons it should be replaced soon,Hostels,Medium,complaint_triage,1,0
suggestion for better lighting in the backyard path the walkway between the hostel and the mess is very dark after 7 pm it s easy to trip on the uneven pavement there adding a couple of led lamps would make it much safer for everyone,Hostels,Medium,complaint_triage,1,0
lock on the balcony door is jammed i can t open the door to air out my room or dry my clothes it s been stuck for three days now please send someone with some lubricant or tools to fix the sliding mechanism,Hostels,Medium,complaint_triage,1,0
inconsistent hot water timings in the morning the boilers are supposed to be on from 6 am to 9 am but lately the water is lukewarm by 8 am this is a problem for those of us with later classes please ensure the heating cycle is fully completed,Hostels,Medium,complaint_triage,1,0
exhaust fan in the mess is not working the dining area gets incredibly smoky and hot during lunch hour because the ventilation system isn t clearing the air it makes eating there very uncomfortable please repair the exhaust units,Hostels,Medium,complaint_triage,1,0
request for window mesh repair the mosquito netting in my room has a hole in it and insects are getting in at night i ve tried taping it but it doesn t hold i would appreciate it if a new mesh could be fitted,Hostels,Medium,complaint_triage,1,0
vending machine in the lobby is eating coins i tried to buy a snack last night and it took my money without dispensing anything this has happened to three other students today the machine needs to be serviced or disabled until fixed,Hostels,Medium,complaint_triage,1,0
stairwell railing is loose between the 2nd and 3rd floors the wooden handrail wobbles when you put weight on it it s a safety hazard especially when people are carrying heavy laundry bags up and down please tighten the brackets,Hostels,Medium,complaint_triage,1,0
water pressure in the showers is very low it takes forever to wash up because the water just trickles out of the showerheads on the top floor we think there might be an air lock in the pipes could the plumber check the pressure valves,Hostels,Medium,complaint_triage,1,0
wall clock in the study hall has stopped working it s been stuck at 4 15 for two days it s helpful to have a working clock during timed practice sessions please replace the battery or the clock,Hostels,Medium,complaint_triage,1,0
hostel garden area is overgrown and attracting snakes the grass hasn t been cut in weeks and it s becoming a bit scary to walk near the hedges at night we ve seen a few large lizards and are worried about snakes please send the gardener,Hostels,Medium,complaint_triage,1,0
pigeon droppings in the balcony area there is a huge mess on the 4th floor ledge that is attracting flies and smells bad we need a professional cleaning and maybe some netting to keep the birds away from the residential area,Hostels,Medium,complaint_triage,1,0
microwave in the pantry is sparking when i tried to heat my food i saw sparks inside the unit even though i didn t use any metal i ve unplugged it for safety it needs to be checked or replaced before someone else uses it,Hostels,Medium,complaint_triage,1,0
library books in the hostel reading room are disorganized people are leaving them everywhere and the shelves are a mess we need a proper system or a student coordinator to manage the small collection we have here,Hostels,Medium,complaint_triage,1,0
drinking water tastes like chlorine the latest batch of water in the block g cooler has a very strong chemical smell and taste it s almost undrinkable please check if the purification system was over treated,Hostels,Medium,complaint_triage,1,0
request for more hangers in the drying room most of the existing ones are broken or missing it s a small thing but it would help us manage our laundry better during the busy weekend rush,Hostels,Low,complaint_triage,1,1
suggestion for a water dispenser on the 3rd floor currently we have to go down to the ground floor every time we need to refill our bottles having one on each floor would be much more convenient for the residents,Hostels,Low,complaint_triage,1,1
the clock in the mess hall is five minutes fast it causes a bit of confusion during breakfast when we are trying to catch the early campus shuttle it would be great if it could be synced with the actual time,Hostels,Low,complaint_triage,1,1
request for a shoe rack near the entrance a lot of students leave their muddy shoes near the door and it makes the lobby look untidy a simple wooden rack would help keep the area organized,Hostels,Low,complaint_triage,1,1
the common room curtains are very dusty i think they haven t been laundered in a long time and it s triggering my dust allergy when i sit there perhaps they could be cleaned during the next break,Hostels,Low,complaint_triage,1,1
can we get a few more magazines for the reading area the current selection is quite old and it would be nice to have some updated tech or science journals to browse through during our free time,Hostels,Low,complaint_triage,1,1
suggestion for a mirror in the elevator it s a small addition but most modern lifts have one and it makes the space feel a bit larger and less cramped when there are many people inside,Hostels,Low,complaint_triage,1,1
the paint in the study room is peeling in one corner it s not a major issue but it makes the room look a bit neglected it would be nice to have it touched up during the next maintenance cycle,Hostels,Low,complaint_triage,1,1
can we have a dedicated spot for food delivery pickups currently the delivery drivers just wait at the gate and it gets crowded a small table near the security post would be a perfect delivery drop off point,Hostels,Low,complaint_triage,1,1
the soap dispensers in the washroom are often empty by sunday evening it would be helpful if they could be topped up more generously on friday to last through the weekend when the cleaning staff is reduced,Hostels,Low,complaint_triage,1,1
the lighting in the laundry room is a bit dim it s hard to see if the clothes are properly cleaned or if there are any stains left replacing the current bulb with a brighter led would be a big help,Hostels,Low,complaint_triage,1,1
request for a bulletin board in block b we currently stick all the notices on the walls and it leaves a lot of tape marks a proper cork board would look much cleaner and hold the posters better,Hostels,Low,complaint_triage,1,1
